record_id,record_source,seed_source_file,source_dataset,source_row_type,source_section,source_direction,source_status,source_notes,source_keywords,source_link,import_batch,first_seen_date,last_seen_date,canonical_id,year,is_seed_record,arxiv_id,title,authors,submitted,updated,abs_url,pdf_url,comment,journal_ref,accepted,venue,venue_type,publication_source,publication_evidence,publication_confidence,code_url,abstract,primary_section,primary_category,paper_role,relevance_score,summary,representation_forms,content_types,lifecycle_stages,safety_properties,keyword_tags,threat_tags,defense_tags,future_tags
2502.16090,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/pdf/2502.16090"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.16090,2025,False,2502.16090,Echo: A Large Language Model with Temporal Episodic Memory,"Liu, WenTao, Zhang, Ruohua, Zhou, Aimin, Gao, Feng, Liu, JiaLi",2025-02-22,2025-02-22,https://arxiv.org/abs/2502.16090,https://arxiv.org/pdf/2502.16090,,,False,,unknown,none,,0.0,https://img.shields.io/badge/internal-f97316?style=flat,"Research on large language models (LLMs) has shown remarkable performance in domains such as mathematics, programming, and literary creation. However, most studies have focused on semantic memory-based question answering, neglecting LLMs' potential to handle episodic memory (EM)-related queries. This oversight has led to suboptimal performance in applications requiring EM, including emotional companionship, personal AI assistants, and AI teachers. To address this gap, we introduce Echo, a LLM enhanced with temporal episodic memory. We propose a Multi-Agent Data Generation Framework that guides the model in generating multi-turn, complex scenario episodic memory dialogue data (EM-Train). Temporal information is innovatively incorporated into the LLM training process, and Echo is trained using the EM-Train. Furthermore, We develop an EM-Test benchmark specifically designed to evaluate LLMs' episodic memory capabilities. The EM-Test assesses performance across various time spans and difficulty levels, providing a comprehensive evaluation of multi-turn episodic memory dialogues. Our experiments demonstrate that Echo significantly outperforms state-of-the-art LLMs on EM-Test. Additionally, a qualitative analysis reveals Echo's potential to exhibit human-like episodic memory capabilities. We will open-source all datasets, code, and model weights.",Threat Landscape,Temporal Poisoning and Delayed Triggers,Benchmark,0.55,"Research on large language models (LLMs) has shown remarkable performance in domains such as mathematics, programming, and literary creation. However, most studies have focused on semantic memory-based question answering, neglecting LLMs' potential to handle episodic memory (EM)-related queries. This oversight has led to suboptimal performance in application",Interaction-Derived Memory | Shared or Distributed Memory,Episodic | Profile or Persona,,Temporal Consistency,agent | memory | episodic-memory | semantic-memory | personalization | dialogue | benchmark | evaluation,memory injection | memory poisoning,,
2502.15957,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,🗞️ News > 📑 Paper List,agentmemoryworld-awesome-agent-memory,imported_from_github_awesome,"repo_url=https://github.com/AgentMemoryWorld/Awesome-Agent-Memory || readme_path=README.md || readme_commit=6b1baf555efff0ed1d771dfc6aa3ec20879fb1cc || readme_commit_date=2026-02-11T05:45:59Z || raw_line=- **2025-02-13** [arxiv 2025] [R3Mem: Bridging Memory Retention and Retrieval via Reversible Compression](https://arxiv.org/abs/2502.15957) <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""external"" src=""https://img.shields.io/badge/external-3b82f6?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""agent"" src=""https://img.shields.io/badge/agent-10b981?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""semantic"" src=""https://img.shields.io/badge/semantic-f59e0b?style=flat"" height=""18"" style=""vertical-align:middle;""></span>",🗞️ News > 📑 Paper List,https://github.com/AgentMemoryWorld/Awesome-Agent-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.15957,2025,False,2502.15957,R$^3$Mem: Bridging Memory Retention and Retrieval via Reversible Compression,"Wang, Xiaoqiang, Wang, Suyuchen, Zhu, Yun, Liu, Bang",2025-02-21,2025-02-21,https://arxiv.org/abs/2502.15957,https://arxiv.org/pdf/2502.15957,,,False,,unknown,none,,0.0,https://img.shields.io/badge/external-3b82f6?style=flat,"Memory plays a key role in enhancing LLMs' performance when deployed to real-world applications. Existing solutions face trade-offs: explicit memory designs based on external storage require complex management and incur storage overhead, while implicit memory designs that store information via parameters struggle with reliable retrieval. In this paper, we propose R$^3$Mem, a memory network that optimizes both information Retention and Retrieval through Reversible context compression. Specifically, R$^3$Mem employs virtual memory tokens to compress and encode infinitely long histories, further enhanced by a hierarchical compression strategy that refines information from document- to entity-level for improved assimilation across granularities. For retrieval, R$^3$Mem employs a reversible architecture, reconstructing raw data by invoking the model backward with compressed information. Implemented via parameter-efficient fine-tuning, it can integrate seamlessly with any Transformer-based model. Experiments demonstrate that our memory design achieves state-of-the-art performance in long-context language modeling and retrieval-augmented generation tasks. It also significantly outperforms conventional memory modules in long-horizon interaction tasks like conversational agents, showcasing its potential for next-generation retrieval systems.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Memory plays a key role in enhancing LLMs' performance when deployed to real-world applications. Existing solutions face trade-offs: explicit memory designs based on external storage require complex management and incur storage overhead, while implicit memory designs that store information via parameters struggle with reliable retrieval. In this paper, we pr",Parametric Memory | Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Strategic,Store | Retrieve | Act,,agent | memory | retrieval | rag | long-horizon,memory injection | memory poisoning,,
2502.15920,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<a href=""https://arxiv.org/pdf/2502.15920"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.15920,2025,False,2502.15920,Self-Taught Agentic Long Context Understanding,"Zhuang, Yufan, Yu, Xiaodong, Wu, Jialian, Sun, Ximeng, Wang, Ze, Liu, Jiang, Su, Yusheng, Shang, Jingbo, Liu, Zicheng, Barsoum, Emad",2025-02-21,2025-02-21,https://arxiv.org/abs/2502.15920,https://arxiv.org/pdf/2502.15920,,,False,,unknown,none,,0.0,,"Answering complex, long-context questions remains a major challenge for large language models (LLMs) as it requires effective question clarifications and context retrieval. We propose Agentic Long-Context Understanding (AgenticLU), a framework designed to enhance an LLM's understanding of such queries by integrating targeted self-clarification with contextual grounding within an agentic workflow. At the core of AgenticLU is Chain-of-Clarifications (CoC), where models refine their understanding through self-generated clarification questions and corresponding contextual groundings. By scaling inference as a tree search where each node represents a CoC step, we achieve 97.8% answer recall on NarrativeQA with a search depth of up to three and a branching factor of eight. To amortize the high cost of this search process to training, we leverage the preference pairs for each step obtained by the CoC workflow and perform two-stage model finetuning: (1) supervised finetuning to learn effective decomposition strategies, and (2) direct preference optimization to enhance reasoning quality. This enables AgenticLU models to generate clarifications and retrieve relevant context effectively and efficiently in a single inference pass. Extensive experiments across seven long-context tasks demonstrate that AgenticLU significantly outperforms state-of-the-art prompting methods and specialized long-context LLMs, achieving robust multi-hop reasoning while sustaining consistent performance as context length grows.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Answering complex, long-context questions remains a major challenge for large language models (LLMs) as it requires effective question clarifications and context retrieval. We propose Agentic Long-Context Understanding (AgenticLU), a framework designed to enhance an LLM's understanding of such queries by integrating targeted self-clarification with contextua",Contextual Memory | External Retrieved Memory,Declarative | Strategic | Reasoning,Retrieve,,agent | retrieval | rag,,,
2502.14802,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<a href=""https://arxiv.org/pdf/2502.14802"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.14802,2025,False,2502.14802,From RAG to Memory: Non-Parametric Continual Learning for Large Language Models,"Gutiérrez, Bernal Jiménez, Shu, Yiheng, Qi, Weijian, Zhou, Sizhe, Su, Yu",2025-02-20,2025-02-20,https://arxiv.org/abs/2502.14802,https://arxiv.org/pdf/2502.14802,,,False,,unknown,none,,0.0,https://github.com/OSU-NLP-Group/HippoRAG,"Our ability to continuously acquire, organize, and leverage knowledge is a key feature of human intelligence that AI systems must approximate to unlock their full potential. Given the challenges in continual learning with large language models (LLMs), retrieval-augmented generation (RAG) has become the dominant way to introduce new information. However, its reliance on vector retrieval hinders its ability to mimic the dynamic and interconnected nature of human long-term memory. Recent RAG approaches augment vector embeddings with various structures like knowledge graphs to address some of these gaps, namely sense-making and associativity. However, their performance on more basic factual memory tasks drops considerably below standard RAG. We address this unintended deterioration and propose HippoRAG 2, a framework that outperforms standard RAG comprehensively on factual, sense-making, and associative memory tasks. HippoRAG 2 builds upon the Personalized PageRank algorithm used in HippoRAG and enhances it with deeper passage integration and more effective online use of an LLM. This combination pushes this RAG system closer to the effectiveness of human long-term memory, achieving a 7% improvement in associative memory tasks over the state-of-the-art embedding model while also exhibiting superior factual knowledge and sense-making memory capabilities. This work paves the way for non-parametric continual learning for LLMs. Code and data are available at https://github.com/OSU-NLP-Group/HippoRAG.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Our ability to continuously acquire, organize, and leverage knowledge is a key feature of human intelligence that AI systems must approximate to unlock their full potential. Given the challenges in continual learning with large language models (LLMs), retrieval-augmented generation (RAG) has become the dominant way to introduce new information. However, its",External Retrieved Memory | Structured or Graph Memory,Declarative | Profile or Persona,Retrieve,,memory | retrieval | rag | graph-memory | personalization,memory injection | memory poisoning,,
2502.13270,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Benchmark,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-02 | RealTalk | REALTALK: A 21-Day Real-World Dataset for Long-Term Conversation | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2502.13270) | [![GitHub Stars](https://img.shields.io/github/stars/danny911kr/REALTALK?style=for-the-badge&logo=github&label=GitHub&color=black)](https://github.com/danny911kr/REALTALK) |,Awesome-Memory-for-Agents > Paper List > Benchmark,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.13270,2025,False,2502.13270,REALTALK: A 21-Day Real-World Dataset for Long-Term Conversation,"Lee, Dong-Ho, Maharana, Adyasha, Pujara, Jay, Ren, Xiang, Barbieri, Francesco",2025-02-18,2025-02-18,https://arxiv.org/abs/2502.13270,https://arxiv.org/pdf/2502.13270,,,False,,unknown,none,,0.0,https://github.com/danny911kr/REALTALK,"Long-term, open-domain dialogue capabilities are essential for chatbots aiming to recall past interactions and demonstrate emotional intelligence (EI). Yet, most existing research relies on synthetic, LLM-generated data, leaving open questions about real-world conversational patterns. To address this gap, we introduce REALTALK, a 21-day corpus of authentic messaging app dialogues, providing a direct benchmark against genuine human interactions. We first conduct a dataset analysis, focusing on EI attributes and persona consistency to understand the unique challenges posed by real-world dialogues. By comparing with LLM-generated conversations, we highlight key differences, including diverse emotional expressions and variations in persona stability that synthetic dialogues often fail to capture. Building on these insights, we introduce two benchmark tasks: (1) persona simulation where a model continues a conversation on behalf of a specific user given prior dialogue context; and (2) memory probing where a model answers targeted questions requiring long-term memory of past interactions. Our findings reveal that models struggle to simulate a user solely from dialogue history, while fine-tuning on specific user chats improves persona emulation. Additionally, existing models face significant challenges in recalling and leveraging long-term context within real-world conversations.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Long-term, open-domain dialogue capabilities are essential for chatbots aiming to recall past interactions and demonstrate emotional intelligence (EI). Yet, most existing research relies on synthetic, LLM-generated data, leaving open questions about real-world conversational patterns. To address this gap, we introduce REALTALK, a 21-day corpus of authentic m",Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Profile or Persona,Act,,memory | rag | dialogue | benchmark,memory injection | memory poisoning,,
2502.11903,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,🗞️ News > 📑 Paper List,agentmemoryworld-awesome-agent-memory,imported_from_github_awesome,"repo_url=https://github.com/AgentMemoryWorld/Awesome-Agent-Memory || readme_path=README.md || readme_commit=6b1baf555efff0ed1d771dfc6aa3ec20879fb1cc || readme_commit_date=2026-02-11T05:45:59Z || raw_line=- **2025-02-17** [arxiv 2025] [MMRC: A Large-Scale Benchmark for Understanding Multimodal Large Language Model in Real-World Conversation](https://arxiv.org/abs/2502.11903) <a href=""https://github.com/haochen-MBZUAI/MMRC""><span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""GitHub stars"" src=""https://img.shields.io/github/stars/haochen-MBZUAI/MMRC?style=social"" height=""18"" style=""vertical-align:middle;""></span></a>",🗞️ News > 📑 Paper List,https://github.com/AgentMemoryWorld/Awesome-Agent-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.11903,2025,False,2502.11903,MMRC: A Large-Scale Benchmark for Understanding Multimodal Large Language Model in Real-World Conversation,"Xue, Haochen, Tang, Feilong, Hu, Ming, Liu, Yexin, Huang, Qidong, Li, Yulong, Liu, Chengzhi, Xu, Zhongxing, Zhang, Chong, Feng, Chun-Mei, Xie, Yutong, Razzak, Imran, Ge, Zongyuan, Su, Jionglong, He, Junjun, Qiao, Yu",2025-02-17,2025-02-17,https://arxiv.org/abs/2502.11903,https://arxiv.org/pdf/2502.11903,,,False,,unknown,none,,0.0,https://github.com/haochen-MBZUAI/MMRC,"Recent multimodal large language models (MLLMs) have demonstrated significant potential in open-ended conversation, generating more accurate and personalized responses. However, their abilities to memorize, recall, and reason in sustained interactions within real-world scenarios remain underexplored. This paper introduces MMRC, a Multi-Modal Real-world Conversation benchmark for evaluating six core open-ended abilities of MLLMs: information extraction, multi-turn reasoning, information update, image management, memory recall, and answer refusal. With data collected from real-world scenarios, MMRC comprises 5,120 conversations and 28,720 corresponding manually labeled questions, posing a significant challenge to existing MLLMs. Evaluations on 20 MLLMs in MMRC indicate an accuracy drop during open-ended interactions. We identify four common failure patterns: long-term memory degradation, inadequacies in updating factual knowledge, accumulated assumption of error propagation, and reluctance to say no. To mitigate these issues, we propose a simple yet effective NOTE-TAKING strategy, which can record key information from the conversation and remind the model during its responses, enhancing conversational capabilities. Experiments across six MLLMs demonstrate significant performance improvements.",Threat Landscape,Privacy and Confidentiality,Benchmark,0.55,"Recent multimodal large language models (MLLMs) have demonstrated significant potential in open-ended conversation, generating more accurate and personalized responses. However, their abilities to memorize, recall, and reason in sustained interactions within real-world scenarios remain underexplored. This paper introduces MMRC, a Multi-Modal Real-world Conve",Interaction-Derived Memory,Declarative | Strategic | Profile or Persona | Reasoning,Update | Act,,memory | personalization | benchmark | evaluation | multimodal,memory injection | memory poisoning,,
2502.09597,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/pdf/2502.09597"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.09597,2025,False,2502.09597,Do LLMs Recognize Your Preferences? Evaluating Personalized Preference Following in LLMs,"Zhao, Siyan, Hong, Mingyi, Liu, Yang, Hazarika, Devamanyu, Lin, Kaixiang",2025-02-13,2025-02-13,https://arxiv.org/abs/2502.09597,https://arxiv.org/pdf/2502.09597,,,False,,unknown,none,,0.0,https://prefeval.github.io/,"Large Language Models (LLMs) are increasingly used as chatbots, yet their ability to personalize responses to user preferences remains limited. We introduce PrefEval, a benchmark for evaluating LLMs' ability to infer, memorize and adhere to user preferences in a long-context conversational setting. PrefEval comprises 3,000 manually curated user preference and query pairs spanning 20 topics. PrefEval contains user personalization or preference information in both explicit and implicit forms, and evaluates LLM performance using a generation and a classification task. With PrefEval, we evaluated the aforementioned preference following capabilities of 10 open-source and proprietary LLMs in multi-session conversations with varying context lengths up to 100k tokens. We benchmark with various prompting, iterative feedback, and retrieval-augmented generation methods. Our benchmarking effort reveals that state-of-the-art LLMs face significant challenges in proactively following users' preferences during conversations. In particular, in zero-shot settings, preference following accuracy falls below 10% at merely 10 turns (~3k tokens) across most evaluated models. Even with advanced prompting and retrieval methods, preference following still deteriorates in long-context conversations. Furthermore, we show that fine-tuning on PrefEval significantly improves performance. We believe PrefEval serves as a valuable resource for measuring, understanding, and enhancing LLMs' preference following abilities, paving the way for personalized conversational agents. Our code and dataset are available at https://prefeval.github.io/.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Large Language Models (LLMs) are increasingly used as chatbots, yet their ability to personalize responses to user preferences remains limited. We introduce PrefEval, a benchmark for evaluating LLMs' ability to infer, memorize and adhere to user preferences in a long-context conversational setting. PrefEval comprises 3,000 manually curated user preference an",Contextual Memory | External Retrieved Memory,Profile or Persona,Retrieve,,agent | retrieval | personalization | benchmark,,,
2502.06049,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/abs/2502.06049"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.06049,2025,False,2502.06049,LM2: Large Memory Models,"Kang, Jikun, Wu, Wenqi, Christianos, Filippos, Chan, Alex J., Greenlee, Fraser, Thomas, George, Purtorab, Marvin, Toulis, Andy",2025-02-09,2025-02-09,https://arxiv.org/abs/2502.06049,https://arxiv.org/pdf/2502.06049,,,False,,unknown,none,,0.0,https://github.com/convergence-ai/lm2,"This paper introduces the Large Memory Model (LM2), a decoder-only Transformer architecture enhanced with an auxiliary memory module that aims to address the limitations of standard Transformers in multi-step reasoning, relational argumentation, and synthesizing information distributed over long contexts. The proposed LM2 incorporates a memory module that acts as a contextual representation repository, interacting with input tokens via cross attention and updating through gating mechanisms. To preserve the Transformers general-purpose capabilities, LM2 maintains the original information flow while integrating a complementary memory pathway. Experimental results on the BABILong benchmark demonstrate that the LM2model outperforms both the memory-augmented RMT model by 37.1% and the baseline Llama-3.2 model by 86.3% on average across tasks. LM2 exhibits exceptional capabilities in multi-hop inference, numerical reasoning, and large-context question-answering. On the MMLU dataset, it achieves a 5.0% improvement over a pre-trained vanilla model, demonstrating that its memory module does not degrade performance on general tasks. Further, in our analysis, we explore the memory interpretability, effectiveness of memory modules, and test-time behavior. Our findings emphasize the importance of explicit memory in enhancing Transformer architectures.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"This paper introduces the Large Memory Model (LM2), a decoder-only Transformer architecture enhanced with an auxiliary memory module that aims to address the limitations of standard Transformers in multi-step reasoning, relational argumentation, and synthesizing information distributed over long contexts. The proposed LM2 incorporates a memory module that ac",Contextual Memory | External Retrieved Memory,Reasoning,Update,,memory | rag | benchmark,memory injection | memory poisoning,,
2502.03358,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/pdf/2502.03358"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.03358,2025,False,2502.03358,Minerva: A Programmable Memory Test Benchmark for Language Models,"Xia, Menglin, Ruehle, Victor, Rajmohan, Saravan, Shokri, Reza",2025-02-05,2025-02-05,https://arxiv.org/abs/2502.03358,https://arxiv.org/pdf/2502.03358,,,False,,unknown,none,,0.0,,"How effectively can LLM-based AI assistants utilize their memory (context) to perform various tasks? Traditional data benchmarks, which are often manually crafted, suffer from several limitations: they are static, susceptible to overfitting, difficult to interpret, and lack actionable insights--failing to pinpoint the specific capabilities a model lacks when it does not pass a test. In this paper, we present a framework for automatically generating a comprehensive set of tests to evaluate models' abilities to use their memory effectively. Our framework extends the range of capability tests beyond the commonly explored (passkey, key-value, needle in the haystack) search, a dominant focus in the literature. Specifically, we evaluate models on atomic tasks such as searching, recalling, editing, matching, comparing information in context memory, performing basic operations when inputs are structured into distinct blocks, and maintaining state while operating on memory, simulating real-world data. Additionally, we design composite tests to investigate the models' ability to perform more complex, integrated tasks. Our benchmark enables an interpretable, detailed assessment of memory capabilities of LLMs.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"How effectively can LLM-based AI assistants utilize their memory (context) to perform various tasks? Traditional data benchmarks, which are often manually crafted, suffer from several limitations: they are static, susceptible to overfitting, difficult to interpret, and lack actionable insights--failing to pinpoint the specific capabilities a model lacks when",Contextual Memory,,Act,,memory | benchmark,memory injection | memory poisoning,,
2502.02780,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,🗞️ News > 📑 Paper List,agentmemoryworld-awesome-agent-memory,imported_from_github_awesome,"repo_url=https://github.com/AgentMemoryWorld/Awesome-Agent-Memory || readme_path=README.md || readme_commit=6b1baf555efff0ed1d771dfc6aa3ec20879fb1cc || readme_commit_date=2026-02-11T05:45:59Z || raw_line=- **2025-02-04** [arxiv 2025] [Classroom Simulacra: Building Contextual Student Generative Agents in Online Education for Learning Behavioral Simulation](https://arxiv.org/abs/2502.02780) <a href=""https://github.com/songlinxu/ClassroomSimulacra""><span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""GitHub stars"" src=""https://img.shields.io/github/stars/songlinxu/ClassroomSimulacra?style=social"" height=""18"" style=""vertical-align:middle;""></span></a> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""external"" src=""https://img.shields.io/badge/external-3b82f6?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""user"" src=""https://img.shields.io/badge/user-a855f7?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""episodic"" src=""https://img.shields.io/badge/episodic-ef4444?style=flat"" height=""18"" style=""vertical-align:middle;""></span>",🗞️ News > 📑 Paper List,https://github.com/AgentMemoryWorld/Awesome-Agent-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.02780,2025,False,2502.02780,Classroom Simulacra: Building Contextual Student Generative Agents in Online Education for Learning Behavioral Simulation,"Xu, Songlin, Wen, Hao-Ning, Pan, Hongyi, Dominguez, Dallas, Hu, Dongyin, Zhang, Xinyu",2025-02-04,2025-02-04,https://arxiv.org/abs/2502.02780,https://arxiv.org/pdf/2502.02780,,,False,,unknown,none,,0.0,https://github.com/songlinxu/ClassroomSimulacra,"Student simulation supports educators to improve teaching by interacting with virtual students. However, most existing approaches ignore the modulation effects of course materials because of two challenges: the lack of datasets with granularly annotated course materials, and the limitation of existing simulation models in processing extremely long textual data. To solve the challenges, we first run a 6-week education workshop from N = 60 students to collect fine-grained data using a custom built online education system, which logs students' learning behaviors as they interact with lecture materials over time. Second, we propose a transferable iterative reflection (TIR) module that augments both prompting-based and finetuning-based large language models (LLMs) for simulating learning behaviors. Our comprehensive experiments show that TIR enables the LLMs to perform more accurate student simulation than classical deep learning models, even with limited demonstration data. Our TIR approach better captures the granular dynamism of learning performance and inter-student correlations in classrooms, paving the way towards a ''digital twin'' for online education.",Future and Societal Impact,Human-Centered and Societal Impact,System,0.55,"Student simulation supports educators to improve teaching by interacting with virtual students. However, most existing approaches ignore the modulation effects of course materials because of two challenges: the lack of datasets with granularly annotated course materials, and the limitation of existing simulation models in processing extremely long textual da",Contextual Memory,Reflective,,,agent | reflection,,,behavioral infrastructure | digital twin
2502.00592v2,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,"repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=W/""e1a78b78ae2724580bfb4d861a63dbaa35e3ff7206d07c27edd4940c17a4a016""",,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2502.00592v2,2025,False,2502.00592v2,M+: Extending MemoryLLM with Scalable Long-Term Memory,"Yu Wang, Dmitry Krotov, Yuanzhe Hu, Yifan Gao, Wangchunshu Zhou, Julian McAuley, Dan Gutfreund, Rogerio Feris, Zexue He",2025-02-01,2025-05-30,http://arxiv.org/abs/2502.00592v2,https://arxiv.org/pdf/2502.00592v2,,,False,,unknown,none,,0.0,https://github.com/wangyu-ustc/MemoryLLM,"Equipping large language models (LLMs) with latent-space memory has attracted increasing attention as they can extend the context window of existing language models. However, retaining information from the distant past remains a challenge. For example, MemoryLLM (Wang et al., 2024a), as a representative work with latent-space memory, compresses past information into hidden states across all layers, forming a memory pool of 1B parameters. While effective for sequence lengths up to 16k tokens, it struggles to retain knowledge beyond 20k tokens. In this work, we address this limitation by introducing M+, a memory-augmented model based on MemoryLLM that significantly enhances long-term information retention. M+ integrates a long-term memory mechanism with a co-trained retriever, dynamically retrieving relevant information during text generation. We evaluate M+ on diverse benchmarks, including long-context understanding and knowledge retention tasks. Experimental results show that M+ significantly outperforms MemoryLLM and recent strong baselines, extending knowledge retention from under 20k to over 160k tokens with similar GPU memory overhead. We open-source our code at https://github.com/wangyu-ustc/MemoryLLM",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Equipping large language models (LLMs) with latent-space memory has attracted increasing attention as they can extend the context window of existing language models. However, retaining information from the distant past remains a challenge. For example, MemoryLLM (Wang et al., 2024a), as a representative work with latent-space memory, compresses past informat",Parametric Memory | Contextual Memory,Declarative,Retrieve,,memory | retrieval | benchmark,memory injection | memory poisoning,,
